Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Diavlo,Himeji Central Park,Steel,Inverted,Operating,Himeji,Hyōgo,Japan,Bolliger & Mabillard,2606,108.3,48.5,5.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Loop', 'Wing Over', 'Wing Over']",,No
Die! Wilde Maus,RitterRost - Magic Park Verden,Steel,Sit Down,Relocated,Verden,Lower Saxony,Germany,S&MC,541,16.0,14.0,0.0,['Chain Lift Hill'],,No
Die! Wilde Maus,Serengeti-Park,Steel,Sit Down,Removed,Hodenhagen,Lower Saxony,Germany,S&MC,541,16.0,14.0,0.0,['Chain Lift Hill'],,No
Diggy & Daggy's Tram Coaster,Tobu Zoo Park,Steel,Sit Down,Operating,Saitama,Saitama,Japan,"Hoei Sangyo Co., Ltd.",278,11.5,15.5,0.0,,,No
Dinoconda,China Dinosaurs Park,Steel,Wing,Operating,Changzhou,Jiangsu,China,S&S Worldwide,3444,226.4,78.3,3.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Zero-G Roll', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",,No
Dino Dash,Emerald Park,Steel,Sit Down,Operating,Ashbourne,Meath,Ireland,Vekoma,833,38.4,28.6,0.0,['Booster Wheel Lift Hill'],,No
Dinolino’s VR-Ride,Erlebnispark Schloss Thurn,Steel,Sit Down,Operating,Heroldsbach,Bavaria,Germany,Zierer,728,29.0,24.2,0.0,['Booster Wheel Lift Hill'],,No
Dinosaur's Spine,Lewa Adventure,Steel,Inverted,Operating,Xianyang,Shaanxi,China,Jinma Rides,0,124.0,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'In-Line Twist']",,No
Dinosaur Valley,Wicksteed Park,Steel,Sit Down,Operating,Northamptonshire,England,United Kingdom,Pinfari,1066,36.1,28.0,0.0,,,No
Disaster Transport,Cedar Point,Steel,Bobsled,Removed,Sandusky,Ohio,United States,Intamin Amusement Rides,1932,63.0,40.0,0.0,['Chain Lift Hill'],,No
Dive Coaster,Chimelong Paradise,Steel,Sit Down,Operating,Guangzhou,Guangdong,China,Bolliger & Mabillard,3218,196.8,69.6,1.0,"['Chain Lift Hill', 'Immelmann', 'Splash Effect']",,No
Divertical,Mirabilandia,Steel,Sit Down,Operating,Savio,Emilia-Romagna,Italy,Intamin Amusement Rides,2516,164.0,59.0,0.0,"['Elevator Lift', 'Splash Track', 'Block Brake', 'Splash Down']",,No
Dizzy Love & Whirling Passion,Discoveryland,Steel,Inverted,Operating,Dalian,Liaoning,China,Beijing Shibaolai Amusement Equipment,2624,108.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Sidewinder', 'Double In-Line Twist']",95.2,No
Dizzy Mouse,Wiener Prater,Steel,Sit Down,Operating,Vienna,Vienna,Austria,Reverchon,1377,42.7,29.1,0.0,,,No
Doble Loop,Salitre Magico,Steel,Sit Down,Operating,Bogotá,Cundinamarca,Colombia,Soquet,2822,59.1,56.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Do-Dodonpa,Fuji-Q Highland,Steel,Sit Down,SBNO,Fujiyoshida,Yamanashi,Japan,S&S Worldwide,4081,160.8,111.8,1.0,"['Compressed Air Launch', 'Tunnel', 'Tunnel', 'Loop', 'Tunnel', 'Block Brake']",,No
Dolphin Coaster,Sea Paradise,Steel,Sit Down,Removed,Yokohama,Kanagawa,Japan,Top Fun,1099,37.8,25.7,0.0,['Chain Lift Hill'],,No
Dominator,Geauga Lake & Wildwater Kingdom,Steel,Sit Down,Relocated,Aurora,Ohio,United States,Bolliger & Mabillard,4210,157.0,65.0,5.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",148.0,No
Dominator,Kings Dominion,Steel,Sit Down,Operating,Doswell,Virginia,United States,Bolliger & Mabillard,4210,157.0,65.0,5.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",148.0,Yes
Donderstenen,Avonturenpark Hellendoorn,Steel,Sit Down,Operating,Hellendoorn,Overijssel,Netherlands,Zierer,728,29.5,24.2,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",,No
Double Loop,Geauga Lake & Wildwater Kingdom,Steel,Sit Down,Removed,Aurora,Ohio,United States,Arrow Dynamics,1800,95.0,36.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Double Loop,Kobe Portopialand,Steel,Sit Down,Removed,Kobe,Hyōgo,Japan,Schwarzkopf,2362,93.5,49.7,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",85.3,No
Double Loop Coaster,Oriental Park,Steel,Sit Down,Relocated,Guangzhou,Guangdong,China,,2887,101.7,40.4,2.0,"['Loop', 'Loop']",,No
Double Loop Coaster,Hangzhou Paradise,Steel,Sit Down,Removed,Hangzhou,Zhejiang,China,,2887,101.7,40.4,2.0,"['Loop', 'Loop']",,No
Draak,Plopsaland De Panne,Steel,Sit Down,Operating,West Flanders,Flemish Region,Belgium,Mack Rides GmbH & Co KG,1476,45.9,22.4,0.0,,,No
Drachen-Achterbahn,Tier- und Freizeitpark Thüle,Steel,Sit Down,Operating,Friesoythe-Thüle,Lower Saxony,Germany,Zierer,728,29.5,24.2,0.0,['Booster Wheel Lift Hill'],,No
Drachen Fire,Busch Gardens Williamsburg,Steel,Sit Down,Removed,Williamsburg,Virginia,United States,Arrow Dynamics,3550,150.0,60.0,5.0,"['Wraparound Corkscrew', 'Cobra Roll', 'Cutback', 'Corkscrew']",145.0,No
Drachen Höhle,Freizeit-Land Geiselwind,Steel,Sit Down,Operating,Geiselwind,Bavaria,Germany,Zierer,1259,22.7,25.5,0.0,,,No
Drachenjagd,Legoland Deutschland,Steel,Sit Down,Operating,Günzburg,Bavaria,Germany,Gerstlauer Amusement Rides GmbH,492,18.1,20.5,0.0,['Booster Wheel Lift Hill'],,No
Drachenwirbel,Freizeitpark Plohn,Steel,Sit Down,Operating,Lengenfeld,Saxony,Germany,SBF Visa Group,370,23.0,18.6,0.0,['Booster Wheel Lift Hill'],,No
DrageKongen,Djurs Sommerland,Steel,Inverted,Operating,Nimtofte,Midtjylland,Denmark,Intamin Amusement Rides,2706,98.4,52.8,0.0,"['Tire Propelled Launch', 'Booster Wheel Lift Hill']",,No
Dragon,Legoland Florida,Steel,Sit Down,Operating,Winter Haven,Florida,United States,Vekoma,1496,42.7,28.5,0.0,"['Dark/Show Section', 'Booster Wheel Lift Hill']",,No
Dragon,Legoland Dubai,Steel,Sit Down,Operating,Dubai,Dubai,United Arab Emirates,Zierer,0,52.5,37.3,0.0,"['Dark/Show Section', 'Booster Wheel Lift Hill']",,No
Dragon,Navoiy Park,Steel,Sit Down,Operating,Navoiy,Navoiy,Uzbekistan,"Zhengzhou Shangdian Machinery Equipment Co., Ltd.",0,7.8,8.7,0.0,,,No
Chinese Fireball,Universal Studios Islands of Adventure,Steel,Inverted,Removed,Orlando,Florida,United States,Bolliger & Mabillard,3200,125.0,60.0,5.0,"['Chain Lift Hill', 'Immelmann', 'Immelmann', 'Loop', 'Corkscrew', 'Corkscrew']",115.0,No
Dragon Express,Oriental Neverland - Mountain Kingdom,Steel,Sit Down,Operating,Shaoxing,Zhejiang,China,Mack Rides GmbH & Co KG,1453,56.3,38.5,0.0,['Chain Lift Hill'],,No
Dragon Force,El Malahy,Steel,Inverted,Operating,Cairo,Cairo,Egypt,Jinma Rides,1236,67.3,39.1,2.0,"['Chain Lift Hill', 'Corkscrew', 'Over-Banked Curve', 'In-Line Twist']",,No
Dragon Fyre,Canada's Wonderland,Steel,Sit Down,Operating,Vaughan,Ontario,Canada,Arrow Dynamics,2160,78.0,50.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",76.0,No
Dragon in Clouds,Happy Valley,Steel,Inverted,Operating,Chengdu,Sichuan,China,Vekoma,2454,117.8,53.7,4.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Zero-G Roll']",111.8,No
Dragon in Snowfield,Happy Valley,Steel,Sit Down,Operating,Chengdu,Sichuan,China,Vekoma,2575,45.9,30.1,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Dragon Khan,PortAventura Park,Steel,Sit Down,Operating,Tarragona,Catalonia,Spain,Bolliger & Mabillard,4165,148.0,65.0,8.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Loop', 'Interlocking Corkscrews']",161.0,No
Dragon Rider,Floraland,Steel,Inverted,Operating,Chengdu,Sichuan,China,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd.",2585,105.0,46.6,4.0,"['Chain Lift Hill', 'Loop', 'Sidewinder', 'Double In-Line Twist']",,No
Dragon Roaring Heaven,Joyland,Steel,Sit Down,Operating,Changzhou,Jiangsu,China,Jinma Rides,2578,52.5,29.8,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Dragon Roller Coaster,Energylandia,Steel,Suspended,Operating,Zator,Małopolskie,Poland,Vekoma,1486,63.3,47.0,0.0,['Booster Wheel Lift Hill'],65.6,No
Dragon Slayer,Adventureland,Steel,Wing,Operating,Altoona,Iowa,United States,S&S Worldwide,770,112.0,34.0,0.0,['Vertical Chain Lift Hill'],,No
Dragon's Run,Dragon Park,Steel,Sit Down,Operating,Hạ Long,Quảng Ninh,Vietnam,Bolliger & Mabillard,3738,150.0,65.0,6.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Zero-G Roll', 'Loop', 'Corkscrew']",,No
Dragon Valley Roller Coaster,Enjoy Animal Kingdom,Steel,Sit Down,Operating,Zhengzhou,Henan,China,Jinma Rides,3379,91.9,44.7,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Dark/Show Section', 'Switch Track', 'Vertical Drop Track']",,No
Draken,Furuvik,Steel,Sit Down,Operating,Gävle,Gävleborg,Sweden,Zierer,419,14.8,18.6,0.0,,,No
Drakko: The Flying Beast,Salitre Magico,Steel,Sit Down,Operating,Bogotá,Cundinamarca,Colombia,Premier Rides,863,150.0,62.0,1.0,"['LSM Launch (multi-pass)', 'In-Line Twist', 'Non Inverting Loop']",,No
Drako,Walibi Holland,Steel,Sit Down,Operating,Biddinghuizen,Flevoland,Netherlands,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Dr. Diabolical's Cliffhanger,Six Flags Fiesta Texas,Steel,Sit Down,Operating,San Antonio,Texas,United States,Bolliger & Mabillard,2501,150.0,60.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Zero-G Roll (variant)', 'Helix']",,No
Dream Coaster,Dream City,Steel,Sit Down,Operating,Duhok,Dohuk,Iraq,Maurer Rides GmbH,1263,82.0,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Bent Cuban Eight']",,No
Dream Explorer,Nanhu Dream Land,Steel,Suspended,Removed,Chengdu,Sichuan,China,Jinma Rides,1246,55.8,25.5,0.0,,,No
Dream Factory,Wuxi Sunac Land,Steel,Sit Down,Operating,Wuxi,Jiangsu,China,Zamperla,2004,81.4,32.3,0.0,"['Chain Lift Hill', 'Switch Track', 'Vertical Drop Track']",,No
Dream Thunder,International Dream Exchange Fair,Steel,Inverted,Relocated,Sendai,Miyagi,Japan,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Drifter,Sochi Park,Steel,Sit Down,Operating,Sochi,Krasnodar,Russia,I.E. Park,183,13.4,17.9,0.0,,,No
Drydock Express,Wanda Theme Park,Steel,Sit Down,Operating,Nanjing,Jiangsu,China,Zamperla,1194,42.7,37.3,0.0,['Flywheel Launch'],,No
Düsenspirale,Wiener Prater,Steel,Sit Down,Removed,Vienna,Vienna,Austria,Schwarzkopf,1049,27.9,24.9,0.0,,,No
Dwervelwind,Toverland,Steel,Sit Down,Operating,Sevenum,Limburg,Netherlands,Mack Rides GmbH & Co KG,1515,65.6,43.5,0.0,['Chain Lift Hill'],,No
Dynamite,Freizeitpark Plohn,Steel,Sit Down,Operating,Lengenfeld,Saxony,Germany,Mack Rides GmbH & Co KG,1640,144.4,62.1,3.0,"['Chain Lift Hill', 'Dive Drop', 'Tunnel', 'Helix', 'Loop', 'Zero-G Roll']",,No
Eat My Dust,Walibi Holland,Steel,Sit Down,Operating,Biddinghuizen,Flevoland,Netherlands,Zamperla,656,38.7,24.9,0.0,"['Booster Wheel Lift Hill', 'Helix']",,No
Ednör - L'Attaque,La Ronde,Steel,Inverted,Operating,Montréal,Québec,Canada,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Eejanaika,Fuji-Q Highland,Steel,Wing,Operating,Fujiyoshida,Yamanashi,Japan,S&S Worldwide,3782,249.3,78.3,3.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Zero-G Roll', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",,No
Egg-Spress,Pleasurewood Hills,Steel,Sit Down,Operating,Suffolk,England,United Kingdom,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Eichhörnchenbahn,Freizeitpark Lochmühle,Steel,Sit Down,Operating,Wehrheim,Hesse,Germany,Zierer,413,14.8,18.6,0.0,['Booster Wheel Lift Hill'],,No
Eiserne Schlange,RitterRost - Magic Park Verden,Steel,Sit Down,Operating,Verden,Lower Saxony,Germany,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Electric Eel,SeaWorld San Diego,Steel,Sit Down,Operating,San Diego,California,United States,Premier Rides,863,150.0,62.0,1.0,"['LSM Launch (multi-pass)', 'In-Line Twist', 'Non Inverting Loop']",,No
Elf,Hirakata Park,Wood,Sit Down,Operating,Hirakata,Osaka,Japan,Intamin Amusement Rides,2282,60.7,36.1,0.0,['Chain Lift Hill'],,No
El Loco,Adventuredome,Steel,Sit Down,Operating,Las Vegas,Nevada,United States,S&S Worldwide,1300,90.0,45.0,2.0,"['Chain Lift Hill', 'Dive Loop', 'Dive Loop']",,No
El Toro,Six Flags Great Adventure,Wood,Sit Down,Operating,Jackson,New Jersey,United States,Intamin Amusement Rides,4400,181.0,70.0,0.0,"['Cable Lift Hill', 'Hill', 'Hill', 'Hill']",176.0,Yes
El Toro,Freizeitpark Plohn,Wood,Sit Down,Operating,Lengenfeld,Saxony,Germany,Great Coasters International,2379,80.5,45.6,0.0,"['Tunnel', 'Tunnel']",70.7,Yes
Emperor,SeaWorld San Diego,Steel,Sit Down,Operating,San Diego,California,United States,Bolliger & Mabillard,2411,153.0,60.0,3.0,"['Chain Lift Hill', 'Immelmann', 'Barrel Roll', 'Corkscrew']",143.0,No
Endicott Emerald Mine,Wild Zone Adventures,Steel,Sit Down,Relocated,Chatham,Ontario,Canada,Zierer,197,10.8,16.2,0.0,['Booster Wheel Lift Hill'],,No
Energuś,Energylandia,Steel,Sit Down,Operating,Zator,Małopolskie,Poland,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
EpiQ Coaster,Doha Quest,Steel,Sit Down,Operating,Doha,Doha,Qatar,Premier Rides,1837,186.1,56.5,2.0,"['LSM Launch (multi-pass)', 'Twisted Vertical Rollback', 'Zero-G Roll', 'Corkscrew']",,No
Escape From Amazon,Nanhu Dream Land,Steel,Sit Down,Removed,Chengdu,Sichuan,China,Jinma Rides,1181,55.8,37.3,0.0,"['Chain Lift Hill', 'Splash Down']",,No
Euro Express,Romon U-Park,Steel,Sit Down,Operating,Ningbo,Zhejiang,China,Intamin Amusement Rides,1837,97.4,49.7,2.0,"['Cable Lift Hill', 'Top Hat - Outside', 'Loop', 'In-Line Twist']",,No
Eurofigther,Zoosafari Fasanolandia,Steel,Sit Down,Operating,Fasano,Apulia,Italy,Gerstlauer Amusement Rides GmbH,1312,82.0,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Cutback', 'Heartline Roll']",,No
EuroLoop,Fabrikus World,Steel,Sit Down,Operating,Vias,Occitanie,France,Vekoma,2460,98.4,40.4,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",,No
Euro Mir,Europa Park,Steel,Sit Down,Operating,Rust,Baden-Württemberg,Germany,Mack Rides GmbH & Co KG,3215,92.0,49.7,0.0,['Spiral Lift'],,No
Eurosat - CanCan Coaster,Europa Park,Steel,Sit Down,Operating,Rust,Baden-Württemberg,Germany,Mack Rides GmbH & Co KG,3024,83.7,37.3,0.0,['Spiral Lift'],,No
Euro-Star,Gorky Park,Steel,Inverted,Relocated,Moscow City,Moscow City,Russia,Intamin Amusement Rides,2769,98.9,50.2,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Double Corkscrew']",,No
Euro-Star,Anapa Park Jungle,Steel,Inverted,Operating,Anapa,Krasnodar,Russia,Intamin Amusement Rides,2769,98.9,50.2,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Double Corkscrew']",,No
Excalibur,Valleyfair!,Steel,Sit Down,Operating,Shakopee,Minnesota,United States,Arrow Dynamics,2415,100.0,54.5,0.0,['Chain Lift Hill'],105.0,No
Excalibur,Six Flags AstroWorld,Steel,Sit Down,Relocated,Houston,Texas,United States,Arrow Dynamics,2637,88.0,46.0,0.0,['Chain Lift Hill'],80.0,No
Excalibur,Funtown Splashtown U.S.A.,Wood,Sit Down,Operating,Saco,Maine,United States,"Custom Coasters International, Inc.",2700,100.0,55.0,0.0,,82.0,No
Excalibur,Frontier City,Steel,Sit Down,Removed,Oklahoma City,Oklahoma,United States,Arrow Dynamics,2637,88.0,46.0,0.0,['Chain Lift Hill'],80.0,No
Expedition Everest,Walt Disney World - Disney's Animal Kingdom,Steel,Sit Down,Operating,Lake Buena Vista,Florida,United States,Vekoma,3884,112.0,50.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",80.0,No
Expedition GeForce,Holiday Park,Steel,Sit Down,Operating,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,4002,173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,Yes
Express,M&Ds Scotland's Theme Park,Steel,Sit Down,Relocated,North Lanarkshire,Scotland,United Kingdom,Pinfari,1066,36.1,28.0,0.0,,,No
Exterminator,Kennywood,Steel,Sit Down,Operating,West Mifflin,Pennsylvania,United States,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Extremeroller,Worlds of Fun,Steel,Sit Down,Relocated,Kansas City,Missouri,United States,Arrow Dynamics,1250,70.0,50.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Extreme Rusher,Happy Valley,Steel,Sit Down,Operating,Chaoyang,Beijing,China,S&S Worldwide,2788,170.6,83.0,0.0,['Compressed Air Launch'],196.8,No
F² Fright Flight,Nasu Highland Park,Steel,Inverted,Operating,Nasu,Tochigi,Japan,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Fahrenheit,Hersheypark,Steel,Sit Down,Operating,Hershey,Pennsylvania,United States,Intamin Amusement Rides,2700,121.0,58.0,6.0,"['Vertical Chain Lift Hill', 'Norwegian Loop', 'Cobra Roll', 'Double Corkscrew']",,No
Fairly Odd Coaster,Nickelodeon Universe,Steel,Sit Down,Operating,Bloomington,Minnesota,United States,Gerstlauer Amusement Rides GmbH,1345,54.0,31.0,0.0,['Chain Lift Hill'],,No
Falcon,Duinrell,Steel,Sit Down,Operating,Wassenaar,Zuid-Holland,Netherlands,Gerstlauer Amusement Rides GmbH,1184,72.2,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Cutback', 'Heartline Roll']",,No
Falcon,Wuxi Sunac Land,Steel,Wing,Operating,Wuxi,Jiangsu,China,Bolliger & Mabillard,4192,197.5,73.3,4.0,"['Chain Lift Hill', 'Dive Drop', 'Zero-G Roll', 'Immelmann', 'Over-Banked Curve', 'Block Brake', 'In-Line Twist']",196.9,No
Falken,Fårup Sommerland,Wood,Sit Down,Operating,Blokhus,Nordjylland,Denmark,S&S Worldwide,2040,65.6,46.6,0.0,"['Chain Lift Hill', 'Tunnel', 'Helix']",,No
Família Expressz,Holnemvolt Park,Steel,Sit Down,Relocated,Budapest,Budapest,Hungary,Pinfari,639,23.0,24.9,0.0,,,No
Familien-Achterbahn,Eifelpark,Steel,Sit Down,Relocated,Gondorf,Rhineland-Palatinate,Germany,Zierer,413,14.8,18.6,0.0,['Booster Wheel Lift Hill'],,No
Familienachterbahn,Erse Park Uetze,Steel,Sit Down,Operating,Uetze,Lower Saxony,Germany,Zierer,413,14.8,18.6,0.0,['Booster Wheel Lift Hill'],,No
Familienachterbahn,Schloß Beck Freizeitpark,Steel,Sit Down,Operating,Bottrop,North Rhine-Westphalia,Germany,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Familien-Achterbahn,Tolk Schau,Steel,Sit Down,Operating,Tolk,Schleswig-Holstein,Germany,Zierer,413,14.8,18.6,0.0,['Booster Wheel Lift Hill'],,No
Familienachterbahn,Rügen Park,Steel,Sit Down,Operating,Gingst,Mecklenburg-Western Pomerania,Germany,Zamperla,278,19.7,15.5,0.0,['Chain Lift Hill'],,No
Family Adventure,Mirabilandia,Steel,Sit Down,Relocated,Savio,Emilia-Romagna,Italy,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Dream Park,Steel,Sit Down,Operating,6th of October City,Giza,Egypt,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Guilin Merryland Theme Park,Steel,Sit Down,Operating,Guilin,Guangxi,China,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Navel Land,Steel,Sit Down,Relocated,Fukuoka,Fukuoka,Japan,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Children's Grand Park,Steel,Suspended,Operating,Songdong-Gu,Seoul,South Korea,Vekoma,1295,64.3,34.2,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Korsan Adasi,Steel,Sit Down,Operating,Istanbul,Istanbul,Turkey,Intamin Amusement Rides,1902,65.6,43.5,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Happy Valley,Steel,Sit Down,Operating,Yubei,Chongqing,China,Vekoma,643,65.6,37.3,0.0,['Booster Wheel Lift Hill'],,No
Family Coaster,Shanghai Haichang Ocean Park,Steel,Sit Down,Operating,Pudong,Shanghai,China,Zamperla,278,21.7,14.9,0.0,['Chain Lift Hill'],,No
Family Coaster,Via/Crazy Park,Steel,Sit Down,Operating,Sultanbeyli,Istanbul,Turkey,DAL Amusement Rides Company,705,29.5,24.9,0.0,,,No
Family Coaster,Jiangyang Tianle Lake Pleasure Valley,Steel,Sit Down,Operating,Yangzhou,Jiangsu,China,Qin Long,0,32.5,27.7,0.0,['Chain Lift Hill'],,No
Family Coaster,Taihu Zhi Xing Park,Steel,Sit Down,Operating,Wuxi,Jiangsu,China,Jinma Rides,0,32.5,22.4,0.0,,,No
Family Coaster,Churpfalzpark,Steel,Sit Down,Under Construction,Loifling,Bavaria,Germany,SBF Visa Group,423,27.9,26.8,0.0,['Tire Propelled Launch (rolling)'],,No
Family Inverted Coaster,Happy Valley,Steel,Inverted,Operating,Songjiang,Shanghai,China,Bolliger & Mabillard,1328,65.6,30.4,0.0,['Chain Lift Hill'],,No
Family Inverted Coaster,Happy Valley,Steel,Inverted,Operating,Chaoyang,Beijing,China,Bolliger & Mabillard,1328,65.6,30.5,0.0,['Chain Lift Hill'],,No
Family Roller Coaster,People's Park,Steel,Sit Down,Operating,Huangpu,Shanghai,China,Qin Long,649,23.0,20.5,0.0,['Chain Lift Hill'],,No
Family Roller Coaster,Shishan Park,Steel,Sit Down,Operating,Ningbo,Zhejiang,China,Qin Long,0,38.7,27.3,0.0,['Chain Lift Hill'],,No
Family Roller Coaster,Beijing Shijingshan Amusement Park,Steel,Suspended,Operating,Shijingshan,Beijing,China,"Hebei H&S Amusement Equipment Co, LTD.",0,24.6,10.1,0.0,['Chain Lift Hill'],,No
Famous Jack,Bagatelle,Steel,Sit Down,Operating,Merlimont,Hauts-de-France,France,Reverchon,1377,42.7,29.1,0.0,,,No
Fantasy Mouse,Fantasy Island,Steel,Sit Down,Relocated,Lincolnshire,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,,,No
Fantasy Mouse,Fantasy Island,Steel,Sit Down,Relocated,Lincolnshire,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,,,No
Farm Roller Coaster,Fenghuang Paradise,Steel,Sit Down,Operating,Hangzhou,Zhejiang,China,Guohui Machinery,0,26.2,23.6,0.0,['Chain Lift Hill'],,No
Fast and Furry-ous,Warner Bros. World Abu Dhabi,Steel,Inverted,Operating,Abu Dhabi,Abu Dhabi,United Arab Emirates,Intamin Amusement Rides,1292,59.0,29.8,0.0,['Booster Wheel Lift Hill'],,No
Feng Shen Coaster,Beijing Shijingshan Amusement Park,Steel,Sit Down,Removed,Shijingshan,Beijing,China,Beijing Shibaolai Amusement Equipment,876,147.7,49.7,1.0,['Loop'],114.8,No
Fēnix,Toverland,Steel,Wing,Operating,Sevenum,Limburg,Netherlands,Bolliger & Mabillard,2667,131.3,59.0,3.0,"['Dark/Show Section', 'Chain Lift Hill', 'Dive Drop', 'Immelmann', 'Helix', 'Zero-G Roll']",,No
Feuerdrache,Legoland Deutschland,Steel,Sit Down,Operating,Günzburg,Bavaria,Germany,Zierer,1476,52.5,35.1,0.0,['Booster Wheel Lift Hill'],,No
Figure of Eight,Brean Theme Park,Steel,Sit Down,Removed,Somerset,England,United Kingdom,Pinfari,639,23.0,24.9,0.0,,,No
Fireball,Furuvik,Steel,Sit Down,Operating,Gävle,Gävleborg,Sweden,Vekoma,672,75.5,37.3,0.0,,,No
Firebird,Six Flags America,Steel,Sit Down,Operating,Upper Marlboro,Maryland,United States,Bolliger & Mabillard,2900,100.0,55.0,2.0,"['Chain Lift Hill', 'Loop', 'Corkscrew']",90.0,No
FireChaser Express,Dollywood,Steel,Sit Down,Operating,Pigeon Forge,Tennessee,United States,Gerstlauer Amusement Rides GmbH,2427,78.0,34.5,0.0,"['Tire Propelled Launch', 'Chain Lift Hill', 'Dark/Show Section', 'Tire Propelled Launch']",,No
Firefly Roller Coaster,New England Playworld,Steel,Sit Down,Relocated,Hudson,New Hampshire,United States,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Firehawk,Kings Island,Steel,Flying,Removed,Mason,Ohio,United States,Vekoma,3339,115.0,50.0,5.0,"['Chain Lift Hill', 'Lie To Fly', 'Horseshoe', 'Fly To Lie', 'Loop', 'Lie To Fly', 'In-Line Twist', 'In-Line Twist', 'Fly To Lie']",,No
